Transaction ID,Age , Items ,Monthly Income,Transaction Time,Record,Gender,City Tier,Total Spend
TXN798,30,3,11376,934.2383155,5,Female,Tier 3,4271.107844
TXN799,59,9,15119,874.0037493,10,Female,Tier 3,11292.46729
TXN800,49,9,15442,748.5157239,7,Female,Tier 1,7198.364339
TXN801,40,12,27550,197.7310139,0,Female,Tier 1,5460.107479
TXN802,58,5,9745,413.7501877,4,Female,Tier 1,3755.030149
TXN803,42,15,13383,715.3008631,7,Female,Tier 1,7181.543121
TXN804,52,6,22243,604.4291721,6,Male,Tier 3,7204.328888
TXN805,37,8,11654,392.9831148,7,Female,Tier 1,6619.181635
TXN806,33,15,5644,11.89304253,2,Male,Tier 2,2519.868968
TXN807,24,1,28131,828.2137905,7,Male,Tier 1,8985.108492
TXN808,42,7,9481,176.8268729,3,Male,Tier 2,3277.483749
TXN809,56,9,23161,673.8242928,8,Male,Tier 2,9771.297679
TXN810,39,9,5449,541.1300773,9,Female,Tier 1,8402.654742
TXN811,25,2,2717,271.1654864,10,Female,Tier 1,9178.339404
TXN812,43,6,11807,303.6520893,5,Female,Tier 1,4569.949704
TXN813,35,9,15594,509.5416311,3,Male,Tier 2,4236.39689
TXN814,47,2,21730,812.0929893,3,Male,Tier 1,5069.039499
TXN815,55,3,20086,241.8281132,8,Female,Tier 2,8860.543692
TXN816,55,9,7486,974.351755,10,Male,Tier 3,10453.23754
TXN817,49,3,17460,180.5583803,7,Male,Tier 3,7425.306011
TXN818,42,15,22630,63.879681,9,Male,Tier 1,11469.01085
TXN819,40,13,16797,409.4242112,2,Female,Tier 1,4074.507023
TXN820,28,1,18130,663.0658301,5,Male,Tier 2,5543.317742
TXN821,42,1,21593,76.46425732,7,Female,Tier 3,7482.940093
TXN822,60,4,11482,852.9220336,9,Male,Tier 1,9504.365508
TXN823,57,3,29999,428.5322778,9,Male,Tier 2,12005.02293
TXN824,54,1,24952,73.61960022,8,Female,Tier 3,9272.792358
TXN825,34,12,17330,49.85624411,1,Female,Tier 3,3728.271956
TXN826,32,12,24513,118.3195803,5,Male,Tier 1,6949.917739
TXN827,23,10,27433,777.4408625,3,Female,Tier 3,5739.595659
TXN828,33,3,29246,286.5689915,5,Female,Tier 1,7023.284996
TXN829,28,3,22869,505.6689169,9,Male,Tier 2,10918.7112
TXN830,51,14,21551,900.4244393,7,Female,Tier 1,8386.738973
TXN831,57,6,29381,30.95119292,0,Male,Tier 2,5760.217739
TXN832,35,14,24322,787.5182951,10,Male,Tier 3,13049.39203
TXN833,32,15,7439,640.1314629,0,Female,Tier 3,2487.476917
TXN834,26,14,15779,326.3611537,5,Female,Tier 3,5238.881923
TXN835,20,9,17669,909.9314188,2,Female,Tier 3,3918.990537
TXN836,34,7,5888,198.8720363,5,Female,Tier 1,3749.719449
TXN837,23,1,27177,817.2266958,5,Female,Tier 1,6693.446331
TXN838,44,15,2441,7.681801689,3,Male,Tier 1,2563.275232
TXN839,51,3,20237,876.5579436,9,Female,Tier 3,10305.80264
TXN840,56,3,25264,851.9179661,1,Male,Tier 3,5081.639778
TXN841,56,8,14750,297.5209091,8,Female,Tier 3,8064.144762
TXN842,41,11,11599,133.2021863,7,Male,Tier 2,6760.945381
TXN843,51,15,24883,288.4650096,2,Male,Tier 2,5587.198985
TXN844,56,1,27573,161.3311303,4,Male,Tier 2,6428.328146
TXN845,29,7,13291,260.9592426,3,Male,Tier 3,3703.886191
TXN846,56,9,19437,892.9459857,1,Male,Tier 3,4518.632519
TXN847,59,4,25502,32.67748317,6,Male,Tier 1,7732.469206
TXN848,23,4,20318,327.7294765,1,Female,Tier 2,3974.25155
TXN849,59,2,7297,899.4279797,2,Female,Tier 3,2266.68631
TXN850,52,14,15369,913.917243,4,Male,Tier 2,5057.047016
TXN851,25,6,25683,547.4079614,9,Female,Tier 3,11006.25569
TXN852,23,2,26269,899.1052899,0,Male,Tier 1,5209.731055
TXN853,26,2,17746,520.8566652,7,Female,Tier 1,7082.216069
TXN854,37,13,22187,387.2531115,7,Male,Tier 3,8365.493737
TXN855,33,10,22852,474.0202179,0,Male,Tier 2,4904.379687
TXN856,44,6,26297,622.2813403,10,Male,Tier 3,13254.41464
TXN857,55,13,2347,902.5990761,0,Female,Tier 1,1913.599488
TXN858,26,12,3553,125.0540044,4,Male,Tier 3,2963.266089
TXN859,46,4,27642,802.7343877,5,Female,Tier 3,6894.419264
TXN860,21,6,17527,5.243218654,3,Female,Tier 2,3926.58872
TXN861,38,5,29333,321.4853506,9,Female,Tier 2,11573.64069
TXN862,23,15,5393,865.0976595,8,Male,Tier 2,7343.949527
TXN863,32,5,16972,611.2649545,0,Female,Tier 2,3447.42295
TXN864,35,2,4231,425.5193506,9,Male,Tier 3,7929.516506
TXN865,28,15,7411,347.8156195,0,Female,Tier 1,2585.784908
TXN866,31,8,5369,249.1883231,3,Male,Tier 2,2628.581692
TXN867,55,6,29111,308.4539373,10,Male,Tier 1,13817.03499
TXN868,32,8,10453,145.4726182,3,Male,Tier 1,3573.807048
TXN869,24,4,24673,640.3200115,4,Female,Tier 1,5619.196036
TXN870,60,7,6015,661.3413009,3,Female,Tier 3,2498.871487
TXN871,50,3,13743,187.8785204,8,Male,Tier 3,8022.130726
TXN872,33,8,11852,423.1229337,2,Female,Tier 1,3098.186328
TXN873,41,8,8838,100.2021737,4,Male,Tier 1,3877.394043
TXN874,44,7,12352,68.57002553,0,Female,Tier 2,2853.413431
TXN875,33,9,21861,89.26385568,5,Female,Tier 2,6028.879641
TXN876,36,15,11568,507.9636428,3,Female,Tier 2,3583.362186
TXN877,32,11,14431,537.0900277,1,Male,Tier 3,3630.654709
TXN878,33,2,12853,108.9090358,7,Male,Tier 1,6670.300637
TXN879,53,15,4103,686.0620688,9,Female,Tier 3,8261.060915
TXN880,46,13,29802,788.5496113,7,Male,Tier 2,9679.627148
TXN881,39,8,19614,596.9818983,3,Male,Tier 1,5043.275039
TXN882,60,12,2926,910.6040174,8,Female,Tier 3,6553.125969
TXN883,51,8,9079,538.9931761,3,Male,Tier 1,3510.58725
TXN884,37,12,16598,139.0319174,10,Female,Tier 1,11733.47741
TXN885,38,12,13552,897.4394394,5,Male,Tier 2,5292.762592
TXN886,49,2,9008,881.0606253,2,Female,Tier 1,2654.44025
TXN887,36,12,14687,574.7913542,8,Male,Tier 3,8563.294036
TXN888,28,1,9303,599.2591068,1,Male,Tier 1,2700.211464
TXN889,38,7,3356,260.4573695,10,Female,Tier 1,9618.439627
TXN890,57,11,8407,356.2089072,4,Female,Tier 2,3598.826806
TXN891,23,3,3671,682.1480891,10,Female,Tier 2,9310.503829
TXN892,49,15,9620,391.1849838,4,Female,Tier 1,4099.844546
TXN893,34,13,17590,465.0752986,8,Female,Tier 2,8673.54534
TXN894,43,5,9944,175.5847556,4,Male,Tier 2,3761.655009
TXN895,28,10,27166,658.3272901,5,Female,Tier 3,6820.406263
TXN896,49,3,4964,715.3755972,2,Female,Tier 2,1985.793083
TXN897,24,4,26159,864.7299622,7,Male,Tier 1,8874.182297
TXN898,27,15,6774,398.9963429,0,Male,Tier 2,2528.196892
TXN899,40,3,2372,491.9916569,9,Female,Tier 2,7474.970348
TXN900,37,12,29060,346.0494045,8,Female,Tier 1,10459.20682
TXN901,35,10,23466,88.84258128,3,Male,Tier 3,5343.34104
TXN902,49,2,8341,501.0944397,10,Male,Tier 3,10384.60792
TXN903,38,9,18675,995.8897908,4,Male,Tier 2,5350.677457
TXN904,35,2,2094,237.6355693,10,Male,Tier 2,9392.157107
TXN905,50,5,7909,921.1966925,2,Male,Tier 2,2862.524908
TXN906,35,4,28875,728.4938293,5,Female,Tier 3,6998.154665
TXN907,30,1,8598,512.1282319,5,Female,Tier 1,3822.299949
TXN908,48,14,20888,472.1735501,0,Male,Tier 2,4728.610166
TXN909,52,10,13293,711.6872938,0,Male,Tier 2,3609.178921
TXN910,38,9,21130,468.178776,6,Female,Tier 2,6915.285518
TXN911,47,13,14169,171.0310356,4,Male,Tier 1,4950.263821
TXN912,33,2,27706,676.0306273,1,Male,Tier 2,5398.896637
TXN913,24,15,9366,299.1187127,1,Male,Tier 1,3218.484358
TXN914,26,9,27339,118.6779183,3,Male,Tier 3,5824.865915
TXN915,48,2,19728,158.3584985,3,Male,Tier 2,4685.74306
TXN916,54,15,3675,480.7685787,3,Female,Tier 3,2591.02253
TXN917,48,10,17974,103.4522643,4,Female,Tier 2,4959.180329
TXN918,23,14,12154,804.015447,9,Male,Tier 2,9695.601014
TXN919,40,3,18713,442.5872733,0,Male,Tier 1,4071.549892
TXN920,34,2,8128,690.5937172,8,Male,Tier 1,7360.415275
TXN921,47,15,29553,191.622931,1,Female,Tier 2,5780.194748
TXN922,60,13,10530,972.0052958,9,Male,Tier 2,9597.241437
TXN923,21,7,10203,332.2350613,2,Male,Tier 1,3072.334217
TXN924,52,2,16984,314.1174618,0,Male,Tier 1,3748.309208
TXN925,53,7,18392,671.5484435,7,Female,Tier 3,7516.151981
TXN926,32,6,26449,642.4817349,2,Male,Tier 3,5374.87575
TXN927,44,3,24155,734.9556977,10,Male,Tier 3,12762.34208
TXN928,47,3,24721,537.8807843,4,Male,Tier 3,5977.824932
TXN929,37,10,7915,356.0269048,7,Male,Tier 1,6437.042528
TXN930,60,15,15866,856.9620107,8,Female,Tier 2,8678.48917
TXN931,34,8,25605,870.3554457,5,Male,Tier 2,6926.381742
TXN932,55,2,7594,701.5714613,8,Male,Tier 3,7135.000204
TXN933,45,13,18261,902.2167305,0,Female,Tier 1,4140.681088
TXN934,28,3,19368,458.8611324,0,Male,Tier 3,3984.368127
TXN935,38,9,3170,3.076475341,10,Female,Tier 3,9205.771306
TXN936,48,11,10160,881.5772425,8,Female,Tier 1,7663.81905
TXN937,50,3,6269,47.31696337,0,Male,Tier 1,2233.851687
TXN938,48,10,25534,275.563355,7,Male,Tier 3,8912.766392
TXN939,60,2,25983,91.64358398,4,Female,Tier 1,5902.266535
TXN940,20,14,22639,587.0300977,8,Female,Tier 2,9503.00905
TXN941,42,15,14738,269.8839501,7,Female,Tier 1,7193.461952
TXN942,31,10,6659,591.1727425,7,Male,Tier 1,6143.665686
TXN943,47,5,10342,68.35042151,9,Male,Tier 1,9093.748694
TXN944,51,15,29287,399.1194032,5,Male,Tier 2,7836.822361
TXN945,35,10,3228,79.90514773,10,Male,Tier 3,9741.923438
TXN946,44,12,29856,465.5246871,9,Female,Tier 1,12187.16885
TXN947,55,7,21813,839.9336017,5,Male,Tier 3,6309.036572
TXN948,28,1,20816,145.9478141,0,Female,Tier 2,3884.819759
TXN949,33,8,17995,904.0413208,7,Male,Tier 3,7712.513074
TXN950,33,7,26865,570.1393383,1,Male,Tier 3,5329.348101
TXN951,48,11,17562,145.6012459,7,Male,Tier 3,7700.260755
TXN952,34,7,23184,618.3554731,4,Female,Tier 1,5641.33015
TXN953,21,10,22296,708.7178416,5,Male,Tier 3,6311.109413
TXN954,48,3,25169,412.4785466,10,Male,Tier 1,13104.3561
TXN955,42,7,9117,209.3629302,5,Male,Tier 1,4535.302056
TXN956,52,12,28597,677.561231,5,Female,Tier 2,7262.306932
TXN957,58,13,11306,819.3767945,7,Male,Tier 3,6889.892612
TXN958,57,9,28144,315.4126333,1,Male,Tier 1,5879.487908
TXN959,23,8,5055,764.305911,4,Male,Tier 1,3254.18305
TXN960,40,12,16122,768.6635687,0,Female,Tier 3,3666.87363
TXN961,25,6,3767,501.9181299,0,Female,Tier 3,1409.113288
TXN962,23,6,7459,521.6484807,5,Male,Tier 1,4155.249872
TXN963,45,13,8366,967.2442473,7,Female,Tier 3,6109.097861
TXN964,31,6,21851,272.2004075,2,Male,Tier 3,4680.878548
TXN965,47,8,19685,616.4645728,2,Male,Tier 3,4642.480483
TXN966,45,9,5638,339.6946358,3,Female,Tier 1,2710.387792
TXN967,38,4,21473,321.520015,8,Female,Tier 3,8876.963814
TXN968,54,4,21799,186.7195586,5,Female,Tier 2,6018.631058
TXN969,44,10,8292,99.22736227,6,Female,Tier 3,4882.207491
TXN970,43,9,8210,26.69835863,0,Female,Tier 1,2376.148456
TXN971,38,10,26275,239.1997639,1,Female,Tier 3,4987.126075
TXN972,57,5,16491,801.7542034,10,Female,Tier 1,11491.52009
TXN973,48,14,18508,722.9970323,7,Male,Tier 1,8195.757897
TXN974,34,5,21279,209.7446777,3,Male,Tier 1,5063.598018
TXN975,25,1,12546,703.0318267,2,Female,Tier 3,2824.33717
TXN976,48,9,13396,220.9961345,10,Female,Tier 3,11046.30443
TXN977,58,14,16751,831.1589235,10,Female,Tier 1,11895.08437
TXN978,26,14,26527,495.5793305,7,Male,Tier 3,9165.205564
TXN979,23,11,25366,587.1770993,6,Male,Tier 1,7915.521257
TXN980,20,10,26122,870.4256228,2,Female,Tier 3,5180.012838
TXN981,27,12,5895,427.024307,4,Male,Tier 1,3549.901588
TXN982,47,5,10321,451.3234615,8,Female,Tier 2,7445.891804
TXN983,28,6,25509,62.0680051,1,Female,Tier 3,4606.636779
TXN984,45,10,14815,671.2236236,4,Male,Tier 2,4754.543052
TXN985,40,12,4341,112.9980854,0,Female,Tier 1,2001.457108
TXN986,29,6,6014,74.89891506,0,Female,Tier 2,1724.547553
TXN987,37,10,4110,478.81868,0,Male,Tier 2,2060.517109
TXN988,56,15,4393,368.1971576,7,Male,Tier 1,6131.202289
TXN989,23,8,19354,868.2294722,1,Male,Tier 2,4274.963452
TXN990,25,10,10729,753.2892371,1,Male,Tier 1,3094.046176
TXN991,41,15,3643,944.6291556,2,Female,Tier 2,2170.715806
TXN992,45,12,15552,743.2701577,10,Female,Tier 3,11555.38063
TXN993,59,14,28814,435.8088441,9,Male,Tier 1,12374.00418
TXN994,41,6,2584,272.2998013,0,Male,Tier 2,1776.104732
TXN995,31,12,7117,494.9762417,8,Male,Tier 3,7334.301448
TXN996,25,10,13460,627.5778223,8,Male,Tier 3,8317.059772
TXN997,22,4,21798,41.40817189,3,Male,Tier 3,4846.987529
TXN998,43,11,12073,925.5483406,5,Male,Tier 2,5095.251987
TXN999,23,14,14776,880.5953698,4,Male,Tier 1,4958.483968
TXN1000,34,14,14506,510.7105043,3,Male,Tier 3,4301.296402
TXN1001,41,3,21820,87.71954948,4,Female,Tier 2,5151.915968
TXN1002,60,12,6091,300.6685929,6,Female,Tier 2,4763.203153
TXN1003,34,11,27090,760.4209235,3,Male,Tier 1,6162.184329
TXN1004,30,7,12860,323.4460252,3,Male,Tier 2,3870.559105
TXN1005,35,12,3246,943.6910135,8,Female,Tier 1,6785.675995
TXN1006,47,1,21580,794.9351707,7,Female,Tier 1,7909.677417
TXN1007,51,2,10401,380.5042649,1,Male,Tier 3,2673.185953
TXN1008,33,2,24846,459.1774239,10,Female,Tier 2,12562.56402
TXN1009,40,15,14041,540.6379782,7,Female,Tier 1,7112.084901
TXN1010,49,12,14074,705.15168,7,Male,Tier 1,7488.5725
TXN1011,29,7,12283,964.372991,1,Male,Tier 1,3295.874504
TXN1012,41,6,12222,425.8277275,1,Male,Tier 2,3200.223394
TXN1013,45,12,11471,351.0610516,7,Female,Tier 2,6541.832511
TXN1014,56,10,7424,227.8821984,2,Male,Tier 3,2758.110711
TXN1015,25,8,7879,754.0208155,3,Male,Tier 2,3013.167256
TXN1016,58,1,27252,945.2211059,10,Male,Tier 2,13190.8193
TXN1017,22,11,2563,544.0975769,6,Male,Tier 2,4474.762025
TXN1018,41,9,11755,101.5366813,7,Female,Tier 2,6381.556542
TXN1019,60,10,21689,155.4293606,4,Male,Tier 1,5847.109635
TXN1020,46,9,28101,540.9255548,9,Female,Tier 2,11719.43832
TXN1021,57,15,26868,855.4567907,9,Female,Tier 3,11836.39438
TXN1022,52,8,7149,698.3505677,7,Female,Tier 2,5752.401595
TXN1023,40,9,3106,529.2267998,2,Male,Tier 3,2130.003854
TXN1024,35,8,17435,429.6244091,2,Female,Tier 3,3827.298566
TXN1025,34,3,2066,377.8779966,9,Female,Tier 2,7444.609735
TXN1026,39,5,25067,798.4580211,7,Male,Tier 3,8571.919455
TXN1027,52,4,25553,62.36038812,8,Female,Tier 2,9548.733894
TXN1028,51,5,5211,511.3746338,1,Female,Tier 3,1764.523918
TXN1029,26,12,29780,158.4681743,6,Male,Tier 1,8624.738551
TXN1030,54,4,21656,208.0701844,2,Male,Tier 3,4755.960656
TXN1031,51,12,29186,445.437799,8,Female,Tier 2,10610.07172
TXN1032,22,8,2353,735.305314,5,Male,Tier 2,3323.258847
TXN1033,54,11,11855,100.3233143,5,Female,Tier 2,4813.052264
TXN1034,32,9,5050,920.9479386,2,Female,Tier 1,2254.663179
TXN1035,37,8,13213,224.6240469,8,Male,Tier 1,8272.388638
TXN1036,32,2,25091,196.412178,8,Male,Tier 3,9711.259854
TXN1037,38,3,20700,146.8553082,4,Male,Tier 1,5337.295294
TXN1038,49,14,4922,812.2228979,4,Female,Tier 2,3165.873851
TXN1039,53,13,4829,228.7374964,0,Female,Tier 3,1986.283736
TXN1040,57,6,18431,248.6505175,9,Female,Tier 2,10060.18351
TXN1041,38,14,26185,327.0076711,4,Male,Tier 2,6673.812123
TXN1042,42,11,20481,125.5402307,7,Male,Tier 1,8335.672538
TXN1043,21,8,24094,75.96859315,6,Female,Tier 1,7106.907754
TXN1044,44,3,24048,347.0945824,0,Female,Tier 2,4497.244784
TXN1045,31,15,2527,302.9086487,9,Male,Tier 2,8218.155742
TXN1046,57,9,9367,833.153632,5,Female,Tier 1,4548.784586
TXN1047,32,13,24872,666.3945707,8,Male,Tier 3,10156.46616
TXN1048,26,2,27320,871.9676555,3,Male,Tier 2,5734.62896
TXN1049,45,15,16764,741.9091197,8,Male,Tier 1,9265.928084
TXN1050,22,13,22369,739.1068794,10,Male,Tier 3,12765.68669
TXN1051,26,7,20339,477.6244222,3,Male,Tier 2,4985.337575
TXN1052,34,3,26381,362.3690938,0,Female,Tier 1,4950.065115
TXN1053,50,13,9797,328.8751426,0,Female,Tier 1,2938.253105
TXN1054,30,2,2804,860.4223444,7,Female,Tier 2,4820.715414
TXN1055,34,7,9190,579.0740346,8,Female,Tier 1,7319.066422
TXN1056,41,1,28591,49.36127414,7,Male,Tier 2,8916.632882
TXN1057,20,2,20719,911.3865863,4,Male,Tier 3,5246.426592
TXN1058,57,1,10318,361.0902018,2,Male,Tier 1,3092.201241
TXN1059,40,14,11274,22.77286863,10,Male,Tier 2,11040.30774
TXN1060,20,15,24247,504.6637428,2,Female,Tier 3,5154.089881
TXN1061,45,6,6148,157.1035075,5,Female,Tier 2,3719.480665
TXN1062,52,12,7207,539.5794911,5,Female,Tier 1,4252.91762
TXN1063,59,12,22416,444.7107159,7,Male,Tier 1,8783.852005
TXN1064,24,6,15293,892.2465119,7,Female,Tier 3,6750.642732
TXN1065,53,2,18829,663.4081131,5,Male,Tier 3,5697.190155
TXN1066,56,6,4474,737.3777089,9,Female,Tier 1,8086.843575
TXN1067,59,9,23546,530.9550357,5,Female,Tier 1,6589.067851
TXN1068,31,2,21840,901.6929858,0,Female,Tier 3,4061.505869
TXN1069,54,4,6794,427.0318409,0,Female,Tier 3,1899.146026
TXN1070,43,13,9992,468.614082,2,Male,Tier 2,3249.621205
TXN1071,39,15,13537,872.4579079,3,Male,Tier 1,4316.203371
TXN1072,24,2,12805,620.4387486,9,Female,Tier 1,9101.994466
TXN1073,30,7,14053,237.7219446,8,Male,Tier 1,8397.84994
TXN1074,35,5,16986,782.4049662,3,Male,Tier 2,4310.822083
TXN1075,24,7,18730,866.8985858,3,Male,Tier 3,4583.875752
TXN1076,50,13,22873,640.9382886,8,Male,Tier 2,9921.924634
TXN1077,40,11,6698,832.7026128,5,Female,Tier 1,4052.41107
TXN1078,24,15,14352,887.3753127,9,Male,Tier 1,10183.58531
TXN1079,58,7,11547,549.5030153,3,Male,Tier 2,3648.625931
TXN1080,30,5,3694,624.8830192,8,Male,Tier 1,6818.972885
TXN1081,32,8,10502,573.0673393,1,Female,Tier 2,2639.120566
TXN1082,57,9,3440,605.2015198,9,Male,Tier 1,8490.164575
TXN1083,35,7,24102,193.5115307,9,Male,Tier 3,11103.94526
TXN1084,39,14,9387,957.7632086,2,Male,Tier 2,3346.915486
TXN1085,42,2,14349,469.3820496,7,Female,Tier 2,6703.146894
TXN1086,50,15,26689,800.9743528,0,Female,Tier 2,5501.711861
TXN1087,20,14,11273,89.21041856,5,Female,Tier 1,4584.653635
TXN1088,25,6,20732,810.2423492,1,Female,Tier 1,4116.661494
TXN1089,43,2,8836,97.48364388,2,Female,Tier 3,2238.032846
TXN1090,25,1,21454,719.2108535,0,Female,Tier 2,3991.785623
TXN1091,24,8,12897,873.903573,5,Male,Tier 3,4940.358428
TXN1092,59,9,12799,182.4093357,9,Male,Tier 3,9678.929281
TXN1093,53,11,19479,599.8881133,6,Male,Tier 2,7090.401372
TXN1094,35,1,13285,546.3679157,6,Male,Tier 2,5563.242865
TXN1095,58,12,5768,86.58732267,8,Male,Tier 3,7194.238444
TXN1096,41,14,9320,878.466693,9,Female,Tier 3,8996.347104
TXN1097,23,13,8282,405.3534174,10,Female,Tier 1,10398.54935
TXN1098,33,15,2538,811.476617,5,Male,Tier 3,3745.289678
TXN1099,53,9,24841,602.7955004,4,Male,Tier 2,6261.773329
TXN1100,58,3,19172,573.1596121,10,Female,Tier 1,11981.09352
TXN1101,25,11,20810,419.6978541,0,Female,Tier 2,4339.793675
TXN1102,47,12,19292,88.49360275,7,Female,Tier 1,7871.135434
TXN1103,20,6,22131,409.4223967,5,Male,Tier 1,6305.529236
TXN1104,50,13,27894,198.5113771,3,Male,Tier 1,6471.457463
TXN1105,48,5,18152,556.0253888,6,Male,Tier 3,6631.053808
TXN1106,34,6,8921,11.24936994,5,Male,Tier 1,4272.924897
TXN1107,60,12,5379,224.2133082,4,Female,Tier 1,3293.522467
TXN1108,24,14,10698,26.06926542,6,Male,Tier 1,5760.057225
TXN1109,51,9,28624,212.5927657,4,Female,Tier 3,6438.961177
TXN1110,59,3,3963,454.0266698,7,Female,Tier 2,5275.802382
TXN1111,47,6,26383,292.2758046,1,Male,Tier 3,5285.029286
TXN1112,48,6,27039,594.6086955,3,Male,Tier 2,5900.852048
TXN1113,59,10,20579,946.5062804,1,Female,Tier 1,4488.46235
TXN1114,55,11,27201,774.9187261,6,Female,Tier 2,7925.819962
TXN1115,44,5,10125,235.3436957,1,Female,Tier 3,2496.920257
TXN1116,40,10,26648,185.150272,10,Male,Tier 2,13314.4184
TXN1117,49,6,9879,482.4905123,2,Female,Tier 2,2758.938549
TXN1118,31,5,8768,331.7046736,9,Male,Tier 2,8722.249733
TXN1119,27,14,21866,747.6426816,3,Female,Tier 1,5217.848331
TXN1120,21,1,14026,830.6501418,6,Male,Tier 3,5653.58616
TXN1121,56,8,19238,797.4818778,10,Female,Tier 2,12051.33804
TXN1122,38,7,19515,301.2295831,7,Female,Tier 3,7509.784008
TXN1123,29,6,5483,224.6203851,0,Female,Tier 2,1730.594917
TXN1124,26,3,23524,849.2819246,7,Female,Tier 1,8104.149434
TXN1125,54,8,8760,665.4016346,6,Male,Tier 3,5319.052732
TXN1126,55,13,17452,225.3024854,4,Male,Tier 1,5497.682927
TXN1127,26,14,2759,987.0030866,10,Male,Tier 2,9985.747813
TXN1128,31,15,12754,424.4253022,5,Male,Tier 1,5433.542203
TXN1129,45,2,2815,587.7920362,3,Female,Tier 1,1967.751293
TXN1130,24,8,3103,50.72772544,8,Male,Tier 1,6592.267552
TXN1131,34,8,20538,403.0947789,5,Female,Tier 2,5866.902794
TXN1132,38,8,25106,152.5884164,3,Male,Tier 2,5711.831079
TXN1133,54,4,4861,897.388519,6,Male,Tier 2,4598.192397
TXN1134,31,3,21362,524.8456462,4,Female,Tier 3,5043.909489
TXN1135,52,4,5738,537.4655309,7,Female,Tier 2,5543.379308
TXN1136,30,3,21066,541.8552559,10,Female,Tier 1,11992.75429
TXN1137,40,13,9059,186.2554714,7,Male,Tier 1,6658.50515
TXN1138,26,10,13242,197.061041,0,Female,Tier 1,3188.760077
TXN1139,32,6,23459,762.0040832,1,Female,Tier 2,4624.04573
TXN1140,40,2,2649,275.6025747,5,Female,Tier 1,3066.040404
TXN1141,52,3,10937,119.0321966,10,Female,Tier 1,10503.58241
TXN1142,34,5,12954,716.2352194,0,Male,Tier 1,3294.605567
TXN1143,24,13,15218,796.8780857,1,Female,Tier 2,3544.839188
TXN1144,48,8,16980,0.463297411,9,Male,Tier 1,10055.56056
TXN1145,57,12,16792,781.5719752,7,Male,Tier 2,7867.741144
TXN1146,49,4,6267,98.7177816,1,Male,Tier 3,2046.489539
TXN1147,53,4,12788,903.2072718,8,Male,Tier 1,8180.071755
TXN1148,28,10,7406,87.60017779,5,Female,Tier 2,3883.812576
TXN1149,29,10,21326,966.5402144,5,Female,Tier 1,6267.08407
TXN1150,40,13,29765,791.6939413,1,Male,Tier 1,6322.605732
TXN1151,32,3,16577,366.5839485,9,Female,Tier 3,9497.941919
TXN1152,30,12,23322,546.0556425,6,Female,Tier 3,7184.768036
TXN1153,56,6,27284,422.405847,2,Female,Tier 3,5398.912663
TXN1154,58,11,29371,573.045416,3,Female,Tier 2,6204.047827
TXN1155,32,11,7671,638.6826962,8,Male,Tier 3,7407.471528
TXN1156,26,3,7170,491.5033625,0,Female,Tier 1,2043.652649
TXN1157,43,5,11216,938.440031,1,Female,Tier 3,2656.640653
TXN1158,39,6,4791,811.0122987,6,Female,Tier 3,4220.29709
TXN1159,27,6,17222,461.683135,10,Female,Tier 2,11493.20036
TXN1160,35,9,8218,930.5103766,10,Male,Tier 2,10660.03808
TXN1161,48,4,22770,213.6542698,1,Female,Tier 2,4341.471158
TXN1162,27,5,7067,617.683033,2,Male,Tier 3,2445.866238
TXN1163,51,12,4560,401.5175603,10,Male,Tier 3,10087.83642
TXN1164,59,10,10495,230.633679,5,Female,Tier 3,4467.20435
TXN1165,52,10,10371,25.02179681,1,Female,Tier 3,2706.481849
TXN1166,32,9,21990,681.8528557,4,Female,Tier 3,5330.475395
TXN1167,37,13,16062,896.3604052,2,Female,Tier 2,3854.287937
TXN1168,27,2,3915,53.87751399,9,Female,Tier 3,7576.365329
TXN1169,53,6,7818,183.2882304,6,Male,Tier 2,4987.757804
TXN1170,45,10,2779,167.1901628,10,Male,Tier 2,9703.637034
TXN1171,47,6,9991,40.91051729,7,Female,Tier 2,6121.477743
TXN1172,44,14,6393,991.9080187,7,Male,Tier 1,6255.241386
TXN1173,21,10,14674,634.7120907,0,Male,Tier 2,3583.357677
TXN1174,33,13,12933,333.6197988,3,Female,Tier 2,3819.854104
TXN1175,36,3,22572,438.2662112,0,Male,Tier 1,4549.973799
TXN1176,40,14,9414,624.2975624,4,Female,Tier 1,3811.245493
TXN1177,22,4,8852,457.4403181,5,Male,Tier 1,4299.495521
TXN1178,36,8,16255,244.9448754,0,Male,Tier 2,3744.156836
TXN1179,39,3,3391,553.2966616,6,Male,Tier 2,4273.690151
TXN1180,56,8,25598,714.4450893,6,Male,Tier 2,7963.841232
TXN1181,52,14,29963,43.08204106,0,Male,Tier 2,6013.879627
TXN1182,25,9,25658,944.021992,7,Female,Tier 3,8590.842457
TXN1183,46,10,4444,154.7756407,9,Male,Tier 2,8321.544835
TXN1184,27,7,26020,47.75897268,0,Female,Tier 2,4824.905498
TXN1185,43,1,11690,1000.562344,1,Female,Tier 3,2644.524415
TXN1186,42,5,8837,364.2109354,9,Male,Tier 1,8900.659872
TXN1187,24,9,19281,622.7620515,2,Male,Tier 2,4404.321885
TXN1188,27,8,18105,232.6535756,0,Female,Tier 2,3725.420973
TXN1189,26,15,8344,905.5440689,3,Female,Tier 1,3144.869882
TXN1190,45,6,4586,630.0491034,10,Female,Tier 3,9544.303402
TXN1191,57,8,5836,448.613565,1,Male,Tier 3,2269.58724
