Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1994,Lillehammer,Skiing,Ski Jumping,"HORNGACHER, Stefan",AUT,Men,K120 Team (90M),Bronze
1994,Lillehammer,Skiing,Ski Jumping,"KUTTIN, Heinz",AUT,Men,K120 Team (90M),Bronze
1994,Lillehammer,Skiing,Ski Jumping,"MOSER, Christian",AUT,Men,K120 Team (90M),Bronze
1994,Lillehammer,Skiing,Ski Jumping,"DUFFNER, Christof",GER,Men,K120 Team (90M),Gold
1994,Lillehammer,Skiing,Ski Jumping,"JAEKLE, Hansjoerg",GER,Men,K120 Team (90M),Gold
1994,Lillehammer,Skiing,Ski Jumping,"THOMA, Dieter",GER,Men,K120 Team (90M),Gold
1994,Lillehammer,Skiing,Ski Jumping,"WEISSFLOG, Jens",GER,Men,K120 Team (90M),Gold
1994,Lillehammer,Skiing,Ski Jumping,"HARADA, Masahiko",JPN,Men,K120 Team (90M),Silver
1994,Lillehammer,Skiing,Ski Jumping,"KASAI, Noriaki",JPN,Men,K120 Team (90M),Silver
1994,Lillehammer,Skiing,Ski Jumping,"NISHIKATA, Jinya",JPN,Men,K120 Team (90M),Silver
1994,Lillehammer,Skiing,Ski Jumping,"OKABE, Takanobu",JPN,Men,K120 Team (90M),Silver
1994,Lillehammer,Skiing,Ski Jumping,"THOMA, Dieter",GER,Men,K90 Individual (70M),Bronze
1994,Lillehammer,Skiing,Ski Jumping,"BREDESEN, Espen",NOR,Men,K90 Individual (70M),Gold
1994,Lillehammer,Skiing,Ski Jumping,"OTTESEN, Lasse",NOR,Men,K90 Individual (70M),Silver
1998,Nagano,Biathlon,Biathlon,"RAIKKONEN, Ville",FIN,Men,10KM,Bronze
1998,Nagano,Biathlon,Biathlon,"BJOERNDALEN, Ole Einar",NOR,Men,10KM,Gold
1998,Nagano,Biathlon,Biathlon,"ANDRESEN, Frode",NOR,Men,10KM,Silver
1998,Nagano,Biathlon,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze
1998,Nagano,Biathlon,Biathlon,"DAFOVSKA, Ekaterina",BUL,Women,15KM,Gold
1998,Nagano,Biathlon,Biathlon,"PETROVA, Olena",UKR,Women,15KM,Silver
1998,Nagano,Biathlon,Biathlon,"AIDAROV, Aleksei",BLR,Men,20KM,Bronze
1998,Nagano,Biathlon,Biathlon,"HANEVOLD, Halvard",NOR,Men,20KM,Gold
1998,Nagano,Biathlon,Biathlon,"CARRARA, Pier Alberto",ITA,Men,20KM,Silver
1998,Nagano,Biathlon,Biathlon,"DRATSCHEV, Vladimir",RUS,Men,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"MAIGOUROV, Victor",RUS,Men,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"MOUSLIMOV, Pavel",RUS,Men,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"TARASOV, Sergei",RUS,Men,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"FISCHER, Sven",GER,Men,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"GROSS, Ricco",GER,Men,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"LUCK, Frank",GER,Men,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"SENDEL, Peter",GER,Men,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"BJOERNDALEN, Dag",NOR,Men,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"BJOERNDALEN, Ole Einar",NOR,Men,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"GJELLAND, Egil",NOR,Men,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"HANEVOLD, Halvard",NOR,Men,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"ANDREASSEN, Gunn Margit",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"POIREE, Liv Grete",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"SIKVELAND, Annette",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"SKJELBREID, Ann Elen",NOR,Women,4X7.5KM Relay,Bronze
1998,Nagano,Biathlon,Biathlon,"APEL, Katrin",GER,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"BEHLE-SCHAAF, Petra",GER,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"DISL, Uschi",GER,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"ZELLNER, Martina",GER,Women,4X7.5KM Relay,Gold
1998,Nagano,Biathlon,Biathlon,"AKHATOVA, Albina",RUS,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"KOUKLEVA, Galina",RUS,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"MELNIK, Olga",RUS,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"ROMASKO, Olga",RUS,Women,4X7.5KM Relay,Silver
1998,Nagano,Biathlon,Biathlon,"APEL, Katrin",GER,Women,7.5KM,Bronze
1998,Nagano,Biathlon,Biathlon,"KOUKLEVA, Galina",RUS,Women,7.5KM,Gold
1998,Nagano,Biathlon,Biathlon,"DISL, Uschi",GER,Women,7.5KM,Silver
1998,Nagano,Bobsleigh,Bobsleigh,"HOSTACHE, Emanuel",FRA,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"LE CHANONY, Eric",FRA,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"MINGEON, Bruno",FRA,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"ROBERT, Max",FRA,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"ATTWOOD, Paul",GBR,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"OLSSON, Sean",GBR,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"RUMBOLT, Courtney",GBR,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"WARD, Dean",GBR,Men,Four-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"HAMPEL, Olaf",GER,Men,Four-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"JAKOBS, Marco",GER,Men,Four-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"LANGEN, Christoph",GER,Men,Four-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"ZIMMERMANN, Markus",GER,Men,Four-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"NUESSLI, Markus",SUI,Men,Four-Man,Silver
1998,Nagano,Bobsleigh,Bobsleigh,"ROHNER, Marcel",SUI,Men,Four-Man,Silver
1998,Nagano,Bobsleigh,Bobsleigh,"SEITZ, Beat",SUI,Men,Four-Man,Silver
1998,Nagano,Bobsleigh,Bobsleigh,"WASSER, Markus",SUI,Men,Four-Man,Silver
1998,Nagano,Bobsleigh,Bobsleigh,"LANGEN, Christoph",GER,Men,Two-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"ZIMMERMANN, Markus",GER,Men,Two-Man,Bronze
1998,Nagano,Bobsleigh,Bobsleigh,"LUEDERS, Pierre",CAN,Men,Two-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"MACEACHERN, David",CAN,Men,Two-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"HUBER, Guenther",ITA,Men,Two-Man,Gold
1998,Nagano,Bobsleigh,Bobsleigh,"TARTAGLIA, Antonio",ITA,Men,Two-Man,Gold
1998,Nagano,Curling,Curling,"GRIMSMO, Anthon",NOR,Men,Curling,Bronze
1998,Nagano,Curling,Curling,"GUNNESTAD, Stig-Arne",NOR,Men,Curling,Bronze
1998,Nagano,Curling,Curling,"RAMSFJELL, Eigil",NOR,Men,Curling,Bronze
1998,Nagano,Curling,Curling,"THORESEN, Jan",NOR,Men,Curling,Bronze
1998,Nagano,Curling,Curling,"TORVBRAATEN, Tore",NOR,Men,Curling,Bronze
1998,Nagano,Curling,Curling,"ANDRES, Dominic",SUI,Men,Curling,Gold
1998,Nagano,Curling,Curling,"HUERLIMANN, Patrick",SUI,Men,Curling,Gold
1998,Nagano,Curling,Curling,"LOERTSCHER, Patrik",SUI,Men,Curling,Gold
1998,Nagano,Curling,Curling,"MUELLER, Daniel",SUI,Men,Curling,Gold
1998,Nagano,Curling,Curling,"PERREN, Diego",SUI,Men,Curling,Gold
1998,Nagano,Curling,Curling,"HARRIS, Mike",CAN,Men,Curling,Silver
1998,Nagano,Curling,Curling,"HART, Richard",CAN,Men,Curling,Silver
1998,Nagano,Curling,Curling,"KARRYS, George",CAN,Men,Curling,Silver
1998,Nagano,Curling,Curling,"MITCHELL, Collin",CAN,Men,Curling,Silver
1998,Nagano,Curling,Curling,"SAVAGE, Paul",CAN,Men,Curling,Silver
1998,Nagano,Curling,Curling,"GUSTAFSON, Elisabet",SWE,Women,Curling,Bronze
1998,Nagano,Curling,Curling,"LINDAHL, Margaretha",SWE,Women,Curling,Bronze
1998,Nagano,Curling,Curling,"MARMONT, Louise",SWE,Women,Curling,Bronze
1998,Nagano,Curling,Curling,"NYBERG, Katarina",SWE,Women,Curling,Bronze
1998,Nagano,Curling,Curling,"PERSSON, Elisabeth",SWE,Women,Curling,Bronze
1998,Nagano,Curling,Curling,"BETKER, Jan",CAN,Women,Curling,Gold
1998,Nagano,Curling,Curling,"FORD, Atina",CAN,Women,Curling,Gold
1998,Nagano,Curling,Curling,"GUDEREIT, Marcia",CAN,Women,Curling,Gold
1998,Nagano,Curling,Curling,"MCCUSKER, Joan",CAN,Women,Curling,Gold
1998,Nagano,Curling,Curling,"SCHMIRLER, Sandra",CAN,Women,Curling,Gold
1998,Nagano,Curling,Curling,"BIDSTRUP, Jane",DEN,Women,Curling,Silver
1998,Nagano,Curling,Curling,"HOLM, Dorthe",DEN,Women,Curling,Silver
1998,Nagano,Curling,Curling,"LAVRSEN, Helena Blach",DEN,Women,Curling,Silver
1998,Nagano,Curling,Curling,"POERTNER, Margit",DEN,Women,Curling,Silver
1998,Nagano,Curling,Curling,"QVIST, Trine",DEN,Women,Curling,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"BERG, Aki-Petteri",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"GROENMAN, Tomas",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"KAPANEN, Sami",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"KURRI, Jari",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LAUKKANEN, Janne",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LIND, Juha",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LUMME, Jyrki",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"NIEMINEN, Mika",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"NIINIMAA, Janne",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"RINTANEN, Kimmo",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"SELANNE, Teemu",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"SULANDER, Ari",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"TIKKANEN, Esa",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"TIMONEN, Kimmo",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"TOERMAENEN, Antti",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"YLONEN, Juha",FIN,Men,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"BERANEK, Josef",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"CALOUN, Jan",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"CECHMANEK, Roman",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"DOPITA, Jiri",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"HAMRLIK, Roman",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"HASEK, Dominik",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"HEJDUK, Milan",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"JAGR, Jaromir",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"KUCERA, Frantisek",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"LANG, Robert",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"MORAVEC, David",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"PATERA, Pavel",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"PROCHAZKA, Libor",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"PROCHAZKA, Martin",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"REICHEL, Robert",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"RUCINSKY, Martin",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"RUZICKA, Vladimir",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"SLEGR, Jiri",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"SMEHLIK, Richard",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"STRAKA, Martin",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"SVOBODA, Petr",CZE,Men,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BURE, Pavel",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"BURE, Valeri",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"CHEVTSOV, Oleg",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"FEDOROV, Sergei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"GONCHAR, Sergei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"GOUSSAROV, Aleksei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"JITNIK, Aleksei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KAMENSKY, Valeri",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KASPARAITIS, Darius",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KOVALENKO, Andrei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KRAVCHUK, Igor",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KRIVOKRASSOV, Serguei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"MIRONOV, Boris",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"MIRONOV, Dmitri",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"MOROZOV, Alexei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"NEMTCHINOV, Serguei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"SHTALENKOV, Mikhail",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"TITOV, Guerman",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"TREFILOV, Andrei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"YASHIN, Alexei",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"YUSHKEVICH, Dmitri",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"ZELEPOUKINE, Valeri",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"ZHAMNOV, Alexey",RUS,Men,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"FISK, Sari",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"HANNINEN, Kirsi",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"HUOTARI, Satu",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"IHALAINEN, Marianne",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"IKONEN, Johanna",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"KROOKS, Sari",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LANKOSAARI, Sanna",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LEHTD, Katja",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"LEHTIMAKI, Marika",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"NIEMINEN, Riikka",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"PALVILA, Marja-Helena",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"PUPUTTI, Tuula",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"RANTAMAKI, Karoliina",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"REIMA, Tiia",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"RIIPI, Katja",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"SALO, Paivi",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"SELIN, Maria",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"SNECK, Liisa-Maria",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"VAARAKALLIO, Petra",FIN,Women,Ice Hockey,Bronze
1998,Nagano,Ice Hockey,Ice Hockey,"BAILEY, Chris",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BAKER, Laurie",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BLAHOSKI, Alana",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BROWN-MILLER, Lisa",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BYE, Karyn",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"COYNE, Colleen",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"DECOSTA, Sara",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"DUNN-LUOMA, Tricia",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"GRANATO, Cammi",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"KING, Katie",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"LOONEY, Shelley",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"MERZ, Sue",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"MLECZKO, Allison",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"MOUNSEY, Tara",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"MOVSESSIAN, Vicki",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"POTTER, Jenny",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"RUGGIERO, Angela",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"TUETING, Sarah",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"ULION, Gretchen",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"WHYTE, Sandra",USA,Women,Ice Hockey,Gold
1998,Nagano,Ice Hockey,Ice Hockey,"BOTTERILL, Jennifer",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"BRISSON, Therese",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"CAMPBELL, Cassie",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"DIDUCK, Judy",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"DROLET, Nancy",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"DUPUIS, Lori",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"GOYETTE, Danielle",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"HEANEY, Geraldine",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"HEFFORD, Jayna",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"KELLAR, Becky",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"MCCORMACK, Katheryn",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"NYSTROM, Karen",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"REDDON, Lesley",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"RHEAUME, Manon",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"SCHULER, Laura",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"SMITH, Fiona",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"ST-LOUIS, France",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"SUNOHARA, Vicky",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"WICKENHEISER, Hayley",CAN,Women,Ice Hockey,Silver
1998,Nagano,Ice Hockey,Ice Hockey,"WILSON, Stacy",CAN,Women,Ice Hockey,Silver
1998,Nagano,Luge,Luge,"GRIMMETTE, Mark",USA,Men,Doubles,Bronze
1998,Nagano,Luge,Luge,"MARTIN, Brian",USA,Men,Doubles,Bronze
1998,Nagano,Luge,Luge,"BEHRENDT, Jan",GER,Men,Doubles,Gold
1998,Nagano,Luge,Luge,"KRAUSSE, Stefan",GER,Men,Doubles,Gold
1998,Nagano,Luge,Luge,"SHEER, Gordon",USA,Men,Doubles,Silver
1998,Nagano,Luge,Luge,"THORPE, Chris",USA,Men,Doubles,Silver
1998,Nagano,Luge,Luge,"MUELLER, Jens",GER,Men,Singles,Bronze
1998,Nagano,Luge,Luge,"HACKL, Georg",GER,Men,Singles,Gold
1998,Nagano,Luge,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Silver
1998,Nagano,Luge,Luge,"NEUNER, Angelika",AUT,Women,Singles,Bronze
1998,Nagano,Luge,Luge,"KRAUSHAAR, Silke",GER,Women,Singles,Gold
1998,Nagano,Luge,Luge,"NIEDERNHUBER, Barbara",GER,Women,Singles,Silver
1998,Nagano,Skating,Figure skating,"ANISSINA, Marina",FRA,Women,Ice Dancing,Bronze
1998,Nagano,Skating,Figure skating,"PEIZERAT, Gwendal",FRA,Men,Ice Dancing,Bronze
1998,Nagano,Skating,Figure skating,"GRISCHUK, Pasha",RUS,Women,Ice Dancing,Gold
1998,Nagano,Skating,Figure skating,"PLATOV, Evgeny",RUS,Men,Ice Dancing,Gold
1998,Nagano,Skating,Figure skating,"KRYLOVA, Anjelika",RUS,Women,Ice Dancing,Silver
1998,Nagano,Skating,Figure skating,"OVSYANNIKOV, Oleg",RUS,Men,Ice Dancing,Silver
1998,Nagano,Skating,Figure skating,"CANDELORO, Philippe",FRA,Men,Individual,Bronze
1998,Nagano,Skating,Figure skating,"KULIK, Ilia",RUS,Men,Individual,Gold
1998,Nagano,Skating,Figure skating,"STOJKO, Elvis",CAN,Men,Individual,Silver
1998,Nagano,Skating,Figure skating,"CHEN, Lu",CHN,Women,Individual,Bronze
1998,Nagano,Skating,Figure skating,"LIPINSKI, Tara",USA,Women,Individual,Gold
1998,Nagano,Skating,Figure skating,"KWAN, Michelle",USA,Women,Individual,Silver
1998,Nagano,Skating,Figure skating,"STEUER, Ingo",GER,Men,Pairs,Bronze
1998,Nagano,Skating,Figure skating,"WOTZEL, Mandy",GER,Women,Pairs,Bronze
1998,Nagano,Skating,Figure skating,"DMITRIYEV, Artur",RUS,Men,Pairs,Gold
1998,Nagano,Skating,Figure skating,"KAZAKOVA, Oksana",RUS,Women,Pairs,Gold
1998,Nagano,Skating,Figure skating,"BEREZHNAYA, Elena",RUS,Women,Pairs,Silver
1998,Nagano,Skating,Figure skating,"SIKHARULIDZE, Anton",RUS,Men,Pairs,Silver
1998,Nagano,Skating,Short Track Speed Skating,"BEDARD, Eric",CAN,Men,1000M,Bronze
1998,Nagano,Skating,Short Track Speed Skating,"KIM, Dong-Sung",KOR,Men,1000M,Gold
1998,Nagano,Skating,Short Track Speed Skating,"LI, JiaJun",CHN,Men,1000M,Silver
1998,Nagano,Skating,Short Track Speed Skating,"WON, Hye-Kyung",KOR,Women,1000M,Bronze
